Year,Anime_Name,Rank,Score
2012,精灵宝可梦 美洛耶塔的闪亮音乐会,3383,6.5
2012,最强会长黑神,6250,6.2
2011,寒蝉鸣泣之时 煌,3829,6.7
2013,黑塔利亚 第5期,1470,7.3
2015,群居姐妹,5360,6.4
2013,记录的地平线,1022,7.4
2014,网球优等生,2619,7.0
2012,伪物语,363,7.8
2013,科拉传奇 第二季：神灵,2083,7.1
2015,百合熊风暴,1773,7.2
2015,不能做的事情,8466,4.9
2013,境界的彼方,3284,6.8
2013,花园,6682,6.0
2014,精灵宝可梦XY特别篇 最强Mega进化,4091,6.6
2014,腌黄瓜先生,3114,6.8
2015,无头骑士异闻录×2 承,1203,7.4
2012,在盛夏等待,2863,6.9
2011,少年同盟,388,7.8
2015,TRINITY SEVEN 七人魔法使 OAD,6765,6.0
2015,女神异闻录3 剧场版 第三章 秋降,4784,6.5
2012,麦兜当当伴我心,2464,7.0
2015,疯味英雄,3384,6.7
2010,潜行吧！奈亚动画 Remember My Love,5107,6.5
2012,雨芳恋歌,7222,5.9
2012,铁甲威虫之骑刃王,4564,6.3
2014,オトメヒメ,8129,5.0
2011,便·当,3373,6.8
2011,怪物猎人日记 岌岌可危的猫猫村G,2764,6.9
2011,曾几何时天魔的黑兔 OAD,7237,5.8
2010,侵略！乌贼娘,1557,7.2
2012,光明之心-幸福的面包,7854,5.7
2014,众神的恶作剧,7328,5.8
2010,驭星者 闪亮的拓人,914,7.5
2010,黑猫警长,3816,6.6
2014,恶魔之谜,6543,6.2
2012,刀剑神域,1379,7.3
2014,魔法科高校的劣等生,7675,5.8
2013,剧场版 空之境界 未来福音,415,7.8
2013,恶魔高校 D×D NEW,2921,6.9
2013,风轮奸山,7992,5.2
2014,花园墙外,466,7.9
2010,破刃之剑 第三章 凶刃之痕,2211,7.1
2014,兰斯01 寻找小光 THE ANIMATION,2268,7.1
2014,蝙蝠侠之子,6097,5.7
2014,脆莓公园 第三季,1660,7.4
2010,Fate/stay night UNLIMITED BLADE WORKS,2836,6.9
2017,生化危机 复仇,7330,5.8
2016,画江湖之杯莫停,6302,5.8
2011,蝙蝠侠：第一年,2138,7.1
2013,我女友与青梅竹马的惨烈修罗场,5457,6.4
2010,吸血鬼同盟,5702,6.4
2011,腹黑妹妹控兄记,7762,5.8
2013,尸兄,7221,5.9
2014,健全机斗士,7011,6.0
2015,野良神 ARAGOTO OAD,2914,6.9
2012,图书馆战争 革命之翼,1940,7.2
2011,汽车总动员2,5817,6.3
2017,午睡公主～我不为人知的故事～,6773,6.0
2014,棺姬嘉依卡,4698,6.6
2013,革命机Valvrave,6202,6.3
2011,巴啦啦小魔仙之彩虹心石,6851,5.3
2015,彼女がネコミミに着替えたら,8470,4.6
2013,革命机Valvrave 第二季,6701,6.1
2016,鬼牌游戏,1838,7.2
2013,心跳！光之美少女,3862,6.7
2015,夏のひめごと。 DVD Edition,4326,6.5
2014,乌托邦,5659,6.3
2013,女神异闻录3 剧场版 第一章 春生,4447,6.6
2010,黑礁 Roberta’s Blood Trail,516,7.7
2014,风云维新大将军,8604,4.6
2010,未来日记 OAD,4362,6.6
2015,小马宝莉：友谊就是魔法 第五季,485,7.8
2011,开心宝贝之开心超人,5291,6.3
2015,正义联盟：亚特兰蒂斯王座,7337,5.3
2015,伊斯卡,8757,4.5
2011,永远之久远 第四章 红莲的焦躁,4770,6.5
2012,男子高中生的日常 特典,922,7.5
2016,电影 魔法使光之美少女！奇迹的变身！摩芙伦天使！,1260,7.4
2011,輪罠（わな）～白濁まみれの放課後～,6381,6.1
2014,龙珠改 魔人布欧篇,986,7.5
2013,潜行吧！奈亚子W,2544,7.0
2015,红白黑黄 第三季,2479,7.0
2011,笨蛋，测验，召唤兽2,887,7.5
2011,火球 魅力之章,1476,7.3
2013,花开,5044,6.1
2012,功夫熊猫：非凡传奇 第二季,4094,6.3
2014,"Wake Up, Girls!",3651,6.7
2017,魔法少女奈叶 Reflection,2077,7.1
2015,东京喰种√A,7679,5.8
2014,新网球王子 OVA 对战Genius10,5208,6.3
2012,One Off,5020,6.4
2010,农业娘,7002,5.1
2013,超神学院,7527,5.6
2015,若叶女孩,3892,6.7
2012,黑岩射手,5578,6.4
2010,祝福的钟声,7618,5.8
2010,黑执事Ⅱ,6472,6.2
2015,青春水球社,8048,5.3
2015,青年黑杰克,6009,6.3
2012,正义联盟:判决,3411,6.6
2012,姫様限定！,6693,6.0
2016,夏目友人帐 伍,639,7.6
2012,Code Geass 反叛的鲁路修 娜娜莉梦游仙境,6262,6.2
2011,战国BASARA 剧场版 -The Last Party-,3882,6.6
2013,银魂总集篇 ON THEATER 2D,1522,7.4
2015,剧场版 精灵宝可梦XY 光环的超魔神 胡帕,5389,6.4
2013,打工吧！魔王大人,2096,7.1
2012,魍魎之贽,7231,5.6
2014,简单易懂的魔法科！,8151,5.2
2014,暴力宇宙海贼 剧场版 亚空的深渊,2624,7.0
2012,魔法少女奈叶 The MOVIE 2nd A’s,369,7.8
2015,精灵宝可梦XY&Z,1786,7.2
2013,变态王子与不笑猫。,3312,6.8
2014,女神异闻录4 黄金版,3134,6.9
2013,宇宙战舰大和号2199 第六章「到达！大麦哲伦」,1047,7.5
2014,选择感染者WIXOSS,4093,6.7
2011,赌博默示录 破戒录篇,398,7.8
2015,鬼父 Refresh,6772,6.0
2015,熊出没之雪岭熊风,4787,6.5
2012,虹色萤火虫～永远的暑假～,2944,6.9
2015,亚人 -冲动-,1243,7.4
2015,战姬绝唱SYMPHOGEAR GX,3405,6.8
2010,茗记2-初织恋,5167,6.3
2012,黄昏少女×失忆,2481,7.0
2012,剧场传说,4567,6.2
2013,专吃M男 最后订单,8002,5.3
2014,我们大家的河合庄,2293,7.1
2015,雨色可可 欢迎来到Rainy color！,8489,4.5
2015,山田君与7个魔女,4348,6.6
2011,装甲骑兵 探寻者,6421,5.5
2011,海绵宝宝 第九季,2771,6.9
2011,妖精的尾巴 妖精学园 不良少年与大姐头,3421,6.7
2011,洛克王国之圣龙骑士,7244,5.3
2010,壳中少女 压缩,928,7.5
2010,秦时明月之诸子百家,1560,7.3
2012,魔力家族 -La storia della Arcana Famiglia-,7866,5.7
2014,ふぇちかの！,7349,5.7
2010,公主恋人！西尔维娅篇,3891,6.7
2014,館～官能奇譚～,6580,6.1
2014,心理测量者 新编集版,491,7.7
2013,蝙蝠侠：黑暗骑士归来（下）,465,7.8
2012,暴力宇宙海贼,1397,7.3
2010,破刃之剑 第二章 诀别之路,2218,7.1
2014,玉响～more aggressive～ OVA,1671,7.3
2014,高达创战者TRY,6124,6.2
2013,我的妹妹哪有这么可爱。,2932,6.9
2010,课长之恋,2852,6.9
2017,片田舎に嫁いできた○シア娘とHしまくるお話,7367,5.8
2014,肉牝R30 ～肉欲に堕ちた牝たち～ THE ANIMATION,7698,5.4
2011,京骚戏画,2174,7.1
2016,数码宝贝宇宙 应用怪兽,6329,6.0
2010,女友不来探病的理由,5706,6.3
2013,心动抽插！～天使与恶魔的榨精大战～,7233,5.8
2011,怪医黑杰克 完结篇,5819,6.1
2011,少女戦機 ブレインジャッカー,7793,5.3
2013,精灵宝可梦 超级愿望 第2季 德科罗拉大冒险,5544,6.3
2015,攻壳机动队 新剧场版,2929,6.9
2014,姉キュン！ ～女子が家に来た～,7016,5.7
2014,破刃之剑,4730,6.5
2011,摩尔庄园,6863,5.5
2012,百合星人奈绪子 OVA,1969,7.1
2017,ROAD TO YOU～通向你的道路～,6778,5.6
2013,百花缭乱 SAMURAI BRIDE,6205,6.2
2013,欲情火箭筒,6733,5.9
2013,晚餐,3875,6.7
2016,91天,1839,7.2
2014,南之岛的德拉酱,5715,6.2
2013,弹丸论破 希望学园与绝望高中生,4466,6.6
2014,剑灵,8706,4.6
2010,向阳素描×☆☆☆,573,7.7
2010,文学少女 热恋少女们的狂想曲,4376,6.6
2011,啦啦啦德玛西亚,5294,6.4
2015,Go! Princess 光之美少女,509,7.8
2015,共舔♥出租弟弟,7374,5.6
2018,行星与共,3994,6.7
2015,吸血鬼福尔摩斯,8768,3.9
2011,旋风管家 HEAVEN IS A PLACE ON EARTH,4782,6.5
2012,白熊咖啡馆,943,7.5
2016,机动战士高达 雷霆宙域 DECEMBER SKY,1276,7.4
2014,男孩和世界,1036,7.7
2015,剧场版 进击的巨人 后篇～自由之翼～,2501,7.0
2011,攻壳机动队 塔奇克马的日常,1478,7.3
2013,学园救援团 OAD,2549,6.9
2011,第六届东方M-1漫才大赛,953,7.5
2012,蜡笔小新 风起云涌！我的宇宙公主,4125,6.6
2013,境界的彼方 偶像裁判 ～即使迷茫也要制裁之民～,5058,6.5
2014,撸时代 第二季,3679,6.6
2010,Last Waltz～白濁まみれの夏合宿～,7018,5.8
2014,告白实行委员会 嫉忌的答复,5246,6.4
2012,ティファンとエッチ,5075,6.1
2013,闪乱神乐,7585,5.8
2015,花辫儿的小神明,3898,6.5
2012,剧场版 妖精的尾巴 凤凰的巫女,5587,6.3
2017,饮湖上初晴后雨,2088,7.1
2015,猪猪侠之五灵守卫者,7683,4.9
2010,せめちち,7654,5.2
2010,秘汤巡游 隐汤,6496,6.0
2012,流★星LENS,6707,5.5
2012,我的妹妹是A罩杯小恶魔,7269,5.7
2015,其实我是,6777,6.0
2013,断裁分离的罪恶之剪,8040,5.6
2014,再来一次好吗?,7350,5.6
2010,黑执事Ⅱ OVA,3903,6.7
2014,十万个冷笑话电影版,6587,6.1
2017,URAHARA,7399,5.8
2014,精灵使的剑舞,7703,5.8
2010,精灵公主妮娜,5815,6.2
2013,有你的小镇,7240,5.9
2011,鬼神传,7805,5.3
2014,おっぱい学園マーチングバンド部！,7034,5.8
2013,尸体派对 Tortured Souls,6775,6.1
2015,龙珠Z 复活的F,8050,5.5
2012,科学怪狗,3476,6.7
2015,直入高潮 欢迎来到生粹庄,6010,6.2
2016,暗杀教室 第二季,648,7.6
2011,网球王子 那时的我们,3940,6.5
2013,战勇。第二季,1525,7.3
2012,交响诗篇AO 少女之花,6281,6.1
2014,被盯上的女神天使安杰尔蒂亚 ～被保护的人们背叛～,8172,5.3
2015,航海王：迷雾岛大冒险,5481,6.2
2014,世界第一初恋〜横泽隆史的场合〜,2641,7.0
2013,夏目友人帐 和猫老师的第一次跑腿,2107,7.1
2012,向阳素描×蜂窝,437,7.8
2013,恋旅～True Tours Nanto～,3320,6.8
2015,怪盗Joker2,1795,7.2
2013,幻想万华镜 红雾异变之章,1097,7.4
2014,花舞少女,3142,6.8
2015,画江湖之灵主,4797,6.4
2014,Lady 宝石宠物,4099,6.3
2011,南方公园 第15季,412,7.9
2012,妖精的尾巴 妖精们的合宿,2976,6.8
2015,摸索吧！部活剧 Spinoff 和噗噜噗噜夏露姆游玩吧,1259,7.4
2010,黑岩射手,5190,6.5
2014,伪恋,2307,7.1
2012,希望宅邸 3D,4617,6.5
2012,黑子的篮球,2493,7.0
2015,咲日和 OAD,3414,6.8
2011,架向星空之桥,6456,6.2
2011,Fate/Prototype,2778,6.9
2015,恶魔高校DXD DX OAD,4394,6.6
2011,我的朋友很少,3424,6.8
2011,虏姬：涂满白浊的大小姐,7246,5.7
2010,恶魔阿萨谢尔在召唤你,959,7.5
2010,魔角侦探,1615,7.3
2012,戦乙女ヴァルキリーG ～戦乙女達の黄昏～,7870,5.3
2013,Little Busters! 〜Refrain〜,529,7.7
2014,马男波杰克,517,7.8
2010,宝石宠物 Tinkle☆,2241,7.1
2014,宇宙战舰大和号2199 星巡的方舟,1771,7.2
2012,TARI TARI,1405,7.3
2010,夜樱四重奏 星之海,2857,6.9
2013,魔王勇者,2939,6.9
2014,秦时明月之特别篇罗生堂下,6138,6.1
2011,我叫MT 第四季,2232,7.1
2011,FORTUNE ARTERIAL -赤之约束- OAD,5820,6.3
2016,歌之王子殿下 真爱LEGEND STAR,6356,5.9
2013,歌之王子殿下 真爱2000%,5547,6.4
2015,学园孤岛,2930,6.9
2014,农林,4789,6.5
2012,航海王：奈美之章～领航员之泪与伙伴的羁绊〜,1982,7.1
2017,さくらママと太郎ちゃん,6783,5.4
2013,猎天使魔女 血色命运,6208,6.2
2013,薄樱鬼 第一章 京都乱舞,3905,6.6
2015,军人少女,7394,5.8
2014,火星异种 Bugs2号编,5717,6.3
2014,游戏王ARC-V,8792,4.2
2010,世纪末超自然学院,4427,6.6
2011,开心宝贝之开心超人大作战,5297,6.0
2016,宝可梦世代,1870,7.2
2013,妹天堂2,4478,6.6
2010,刀语,593,7.7
2015,女仆和巨乳魂 THE ANIMATION,8780,3.5
2011,蓝精灵,4820,6.2
2018,Happy Sugar Life,4006,6.7
2016,星蝶公主 第二季,1330,7.5
2014,进击的巨人 无悔的选择 OAD,1039,7.4
2012,嘟嘟猫观察日记,964,7.5
2011,爷爷的煤油灯,1626,7.3
2015,放学后的昴星团,2581,7.0
2013,馒头日记,2557,7.0
2015,探险活宝 第七季,547,8.0
2010,圣痕炼金士,7061,6.0
2012,新世界 未来篇,5142,6.4
2010,姦染3 首都崩壊,6529,6.0
2012,授课到天亮Chu!,7284,5.9
2014,黑之栖 CHRONUS,7370,5.7
2010,K-On!!:Ura-On!!,5904,6.2
2014,三和,7046,5.6
2015,灵感少女！,6019,6.3
2011,天真无邪 ～少女的回忆录～,7276,5.2
2012,JKとエロ議員センセイ,7905,5.5
2012,学活！,4130,6.6
2011,超元气三姐妹 增量中！,967,7.5
2013,黏黏糊糊!!角质君,5064,6.4
2014,皮卡丘，这是什么的钥匙？,3711,6.5
2014,魔神之骨,5247,6.0
2015,飙速宅男 剧场版,3901,6.5
2013,たゆたゆ,7603,5.4
2012,名侦探柯南 BONUS FILE 幻想曲之花,5639,6.2
2017,鬼灯的冷彻 第二季,2116,7.1
2015,对魔导学园35试验小队,7693,5.8
2012,极乐院女子高寮物语,6719,6.0
2015,哆啦A梦：大雄的宇宙英雄记,6813,5.9
2014,黑白小姐 「经纪人」,6589,6.0
2010,宋代足球小将,3925,6.6
2013,偶像候补生,8060,4.8
2012,创圣的大天使EVOL,3487,6.8
2011,销魂的战斗,7853,5.0
2017,暗芝居 第五季,7408,5.8
2015,枕男子,8085,5.4
2014,ラブesエム THE ANIMATION,7732,5.4
2011,鬼父 Re-born,4031,6.7
2012,小小大叔,6289,6.0
2013,脆莓公园 第二季,1528,7.4
2015,DOG DAYS'',5517,6.4
2014,野良神 OAD,2656,7.0
2013,武士弗拉明戈,2117,7.1
2016,忍者杀手 特别编辑版,679,7.6
2013,迷你偶像 OAD,3351,6.7
2012,探险活宝 第五季,488,8.0
2015,路人女主的养成方法,1799,7.2
2013,精灵宝可梦XY,1101,7.4
2014,高达G之复国运动,3161,6.8
2015,漫画咖啡厅危机,4814,6.5
2011,罗小黑战记,417,7.8
2014,东京喰种,4101,6.7
2012,网球并不可笑嘛,2995,6.9
2015,花与爱丽丝杀人事件,1261,7.3
2010,真・恋姬无双 OVA,5209,6.3
2012,夏色奇迹,4622,6.6
2015,偶像活动 第四年,3418,6.7
2011,木橱童子,2803,6.9
2015,那就是声优！,4399,6.6
2016,熊出没之熊心归来,6882,5.8
2010,猫屎一号,1071,7.4
2010,逆转监督,1624,7.2
2014,蜡笔小新 决一胜负！逆袭的机器人爸爸,523,7.7
2014,电影 Happiness Charge 光之美少女！人偶之国的芭蕾舞者,2316,7.0
2012,阿修罗,2546,7.0
2011,果冻三剑客,6463,5.4
2011,藏獒多吉,3461,6.7
2013,剧场版 空之境界 俯瞰风景3D,534,7.8
2010,东之伊甸 剧场版II Paradise Lost,2243,7.1
2010,恶魔奶爸 OAD,2872,6.9
2014,记录的地平线 第二季,1780,7.2
2012,终极蜘蛛侠 第一季,1407,7.3
2014,暗芝居 第二季,6144,6.2
2011,鲁邦三世 血之刻印 永远的美人鱼,2236,7.1
2011,Sweet Home～Hなお姉さんは好きですか？～,5838,6.2
2013,鲁邦三世VS名侦探柯南 剧场版,2945,6.9
2017,欢迎光临! 水龙敬乐园,6789,6.0
2013,黑子的篮球 OAD,4497,6.5
2015,女高中生给你做饭了！,8798,4.0
2011,圣痕炼金士II,7293,5.9
2013,喜羊羊与灰太狼之懒羊羊当大厨,7631,5.1
2013,窓視相愛 ～純愛メロウより～,8064,5.0
2014,我，要成为双马尾,7746,5.8
2011,纸箱战机,4037,6.5
2015,炎の孕ませ乳（パイ）ドルマイ★スター学園Z THE ANIMATION,4821,6.5
2016,12岁。小小的胸口心跳加速 第二季,6388,6.0
2013,笨蛋的悲剧人生,5551,6.1
2015,"Wake Up, Girls! 青春之影",2942,6.9
2012,罗马浴场,2023,7.1
2016,愤怒的小鸟,5626,6.3
2014,雾熊s,4794,6.0
2013,狂欢节,6209,6.2
2015,学院时间停止,7459,5.8
2013,DD北斗神拳,3907,6.6
2014,端脑,5724,6.3
2011,外貌协会！,5323,6.4
2014,魔法战争,8848,3.6
2010,超智能足球,4449,6.5
2016,声之形,1968,7.1
2011,梦喰-鹤见区式游戏制作-,4841,6.5
2016,拳馆英雄,1356,7.5
2018,ようこそ！スケベエルフの森へ,4014,6.7
2014,宇宙兄弟#0,1074,7.5
2010,你看起来很好吃,616,7.7
2012,科拉传奇 第一季：气和,982,7.5
2011,未来日记,1651,7.2
2015,ヴィクトリアメイド マリアの奉仕,2586,7.0
2013,蓝雨伞,2595,6.9
2015,钻石王牌 第二季,667,7.6
2012,Code Geass 亡国的阿基德 第一章「翼龙降临」,5161,6.5
2014,滨虎,7388,5.9
2017,宝贝老板,5493,6.2
2018,我的英雄学院 第三季,4925,6.5
2012,冰川时代4：大陆漂移,4164,6.6
2015,灵域,6037,5.6
2011,剧场版 空之境界 终章 空之境界,983,7.5
2013,旋风管家 Cuties,5085,6.5
2014,约会大作战 OAD,3744,6.7
2014,囝仔小短篇,5288,6.1
2015,棺姬嘉依卡 AVENGING BATTLE OVA,3946,6.7
2012,侠岚 振翼篇,5640,6.1
2017,出包王女Darkness OVA,2119,7.1
2015,红美与郁金香,7733,5.3
2012,温泉巡礼,6732,5.8
2014,大图书馆的牧羊人,6592,6.2
2010,声优初体验！,3959,6.7
2017,剧场版 魔法科高校的劣等生 呼唤星辰的少女,7423,5.9
2015,百花缭乱 SAMURAI AFTER,6825,5.9
2012,分身战士 ALTERATION QUAN,3501,6.5
2016,ENDRIDE,8456,4.4
2012,金正恩奇遇记,6292,5.7
2013,终极蜘蛛侠 第二季,1530,7.3
2015,传颂之物 虚伪的假面,5597,6.4
2014,关于完全听不懂老公在说什么的事,2663,7.0
2016,编舟记,743,7.6
2013,邻座的怪同学 OAD,3357,6.8
2012,小马宝莉：友谊就是魔法 第三季,498,7.8
2013,写真馆,2121,7.1
2015,剧场版 心理测量者,1800,7.2
2013,第一届东方M-1漫才大赛 重制版,1157,7.5
2014,天方魔谭MAGI 辛巴达的冒险,3189,6.8
2011,TIGER & BUNNY,471,7.8
2015,剧场版 希德尼娅的骑士,1266,7.4
2012,精灵宝可梦 黑2·白2 特别宣传动画,3001,6.7
2010,烟草,5229,6.2
2014,LOVE STAGE!! OAD,4118,6.5
2016,暖心日记,2506,7.0
2011,神奇飞书,2804,6.8
2012,你好七叶,4635,6.5
2016,面包带来和平！,6886,6.0
2010,海月姬,1084,7.4
2015,夜之小双侠,4407,6.6
2014,元气囝仔,527,7.7
2011,露蒂的玩具 EX,5844,6.3
2017,黑色五叶草 OAD,6790,5.7
2015,七大罪 OAD,4860,6.5
2015,少女教育,7465,5.7
2011,我相信我的女朋友,5336,6.4
2011,如果高中棒球队女子经理读了彼得·德鲁克,4866,6.5
2018,最终休止符～无止境的螺旋物语～,4057,6.6
2015,拂晓的尤娜 OAD,2592,7.0
2014,机械心,2319,7.0
2015,期待在地下城邂逅有错吗,3467,6.8
2010,圣诞之吻SS,1625,7.2
2012,银河KICK OFF！！,2547,7.0
2013,剧场版 空之境界 未来福音 extra chorus,577,7.7
2011,萝莉的时间～萝莉的夏令时～,3464,6.8
2010,恋爱暴君,2305,7.1
2010,书家,2925,6.9
2012,航海王：Z,1431,7.3
2014,果宝特攻3,6159,6.0
2011,异国迷宫的十字路口,2258,7.1
2014,回忆中的玛妮,1805,7.2
2013,妖精的尾巴×圣石小子,2946,6.8
2013,暗杀教室 修学旅行篇,4502,6.6
2017,银魂.,685,7.6
2018,Free!-Dive to the Future-,6011,6.2
2011,卡片战斗先导者,4108,6.5
2018,茶啊二中第四季,2560,6.9
2016,小飞翔魔女,6409,6.0
2013,アマネェ! ～トモダチンチでこんな事になるなんて！～,5567,6.3
2012,日本桥高架下R计画,2025,7.1
2016,蜡笔小新外传 异形 VS 新之助,5630,5.9
2015,潜行吧！奈亚子F,3012,6.9
2014,画江湖之不良人,4801,6.5
2013,龙珠Z 神与神,3917,6.7
2019,航海王：狂热行动,3635,6.7
2014,Keroro,5738,6.1
2010,怪物史莱克4,4535,6.4
2016,漂流武士,2049,7.1
2016,怪盗Joker4,1366,7.4
2012,宇宙战舰大和号2199 第一章「踏上遥远的征途」,989,7.5
2010,搞笑漫画日和＋,619,7.6
2014,天才麻将少女 全国篇,1108,7.4
2011,境界线上的地平线,1710,7.2
2013,不在他处 正是此地,2616,7.0
2015,摇曳百合 3☆High!,704,7.6
2012,K,5172,6.5
2017,迷你幼女战记,5494,6.3
2012,翡翠森林狼与羊 秘密的朋友,4167,6.4
2015,怪兽酒场干杯！,6051,5.9
2011,壳中少女 燃烧,1043,7.4
2018,剧场版Infini-T Force 飞鹰侠 再见了朋友,6299,5.7
2014,弥留之国的爱丽丝,5289,6.4
2013,奴隶兔与安东尼,5087,6.4
2014,青春之旅,3778,6.7
2015,暗杀教室 Episode:0 相遇的时间,3948,6.7
2018,未来的未来,4930,6.5
2017,结城友奈是勇者 -鹫尾须美之章- 第2章 魂,2143,7.1
2017,神偷奶爸3,6582,6.1
2017,宇宙警探elDLIVE,7750,5.5
2012,プリーズ・○○○・ミー！,6768,6.0
2019,银河英雄传说 Die Neue These 星乱 第2章,998,7.5
2017,妖神记,7454,5.4
2015,高达G之复国运动 FROM THE PAST TO THE FUTURE,6826,5.8
2012,十万个冷笑话 第一季,3599,6.7
2016,魔装学园H×H,8460,5.3
2013,短暂和平,1551,7.3
2014,甘城光辉游乐园,2787,6.9
2015,美少女战士Crystal 第二季,5648,6.2
2013,AURA ～魔龙院光牙最后的战斗～,3377,6.8
2016,小马宝莉：友谊就是魔法 第六季,757,7.6
2012,幸福小镇 春岛篇,535,7.8
2013,小马宝莉之小马国女孩,2122,7.1
2013,精灵宝可梦 起源,1167,7.4
2015,食戟之灵,1811,7.2
2014,电器街的漫画店,3241,6.8
2015,灰色的乐园,1334,7.3
2012,自杀专卖店,3036,6.8
2011,放浪男孩,480,7.8
2014,境界触发者,4144,6.6
2016,漂流武士 OAD,2516,7.0
2016,玻璃之花与崩坏的世界,6925,6.1
2017,バカだけどチンチンしゃぶるのだけはじょうずなちーちゃん,6796,6.0
2020,进击的巨人 编年史,3208,6.8
2014,探险活宝 第六季,528,7.9
2020,狐妖小红娘 沐天城篇,3992,6.6
2018,怪兽娘（黑）～奥特怪兽拟人化计划～,4135,6.6
2013,南家三姐妹 我回来了,604,7.7
2012,剧场版 TIGER & BUNNY -The Beginning-,2553,7.0
2015,姐嫁四重奏,3537,6.7
2010,仙乐传说 迪赛雅兰篇,3005,6.9
2012,游戏王ZEXAL II,1439,7.3
2013,我不受欢迎，怎么想都是你们的错！,2974,6.9
2014,七大罪,1860,7.2
2019,心理测量者3,4799,6.5
2019,青春期性爱,5351,6.4
