anime_id,new_score
8,6.360830073173229
12,6.360830073173229
51,6.360830073173229
233,6.360830073173229
234,6.360830073173229
236,6.360830073173229
238,6.360830073173229
242,6.360830073173229
244,6.360830073173229
247,6.360830073173229
254,6.360830073173229
259,6.360830073173229
274,6.360830073173229
276,6.348196214437485
281,6.348196214437485
282,6.348196214437485
283,6.348196214437485
284,6.348196214437485
286,6.348196214437485
288,6.348196214437485
289,6.348196214437485
290,6.348196214437485
292,6.348196214437485
294,6.348196214437485
297,6.348196214437485
299,6.348196214437485
300,6.348196214437485
303,6.348196214437485
304,6.348196214437485
306,6.348196214437485
308,6.348196214437485
309,6.348196214437485
311,6.348196214437485
312,6.510821092980249
313,6.510821092980249
315,6.510821092980249
317,6.510821092980249
320,6.510821092980249
323,6.510821092980249
324,6.510821092980249
325,6.510821092980249
326,6.510821092980249
329,6.510821092980249
330,6.510821092980249
334,6.510821092980249
337,6.510821092980249
338,6.510821092980249
340,6.007528293132781
440,6.007528293132781
443,6.007528293132781
464,6.007528293132781
465,6.007528293132781
467,6.007528293132781
468,6.007528293132781
469,6.007528293132781
470,6.007528293132781
473,6.007528293132781
475,6.007528293132781
476,6.007528293132781
477,6.007528293132781
482,6.530223162968953
485,6.530223162968953
486,6.530223162968953
487,6.530223162968953
488,6.530223162968953
490,6.530223162968953
491,6.530223162968953
492,6.530223162968953
494,6.530223162968953
506,6.530223162968953
529,6.530223162968953
531,6.530223162968953
532,6.530223162968953
534,6.530223162968953
536,6.530223162968953
594,6.530223162968953
605,6.530223162968953
698,6.530223162968953
699,6.530223162968953
750,6.530223162968953
762,6.530223162968953
763,6.530223162968953
766,6.530223162968953
767,6.530223162968953
770,6.530223162968953
771,6.530223162968953
772,6.530223162968953
788,6.530223162968953
793,6.530223162968953
794,6.530223162968953
798,6.427373676002025
799,6.427373676002025
805,6.427373676002025
807,6.427373676002025
808,6.427373676002025
809,6.427373676002025
810,6.427373676002025
811,6.427373676002025
822,6.427373676002025
823,6.427373676002025
827,6.427373676002025
836,6.427373676002025
837,6.427373676002025
840,6.427373676002025
841,6.427373676002025
842,6.427373676002025
843,6.427373676002025
847,6.427373676002025
848,6.427373676002025
849,6.427373676002025
860,6.427373676002025
866,6.427373676002025
875,6.427373676002025
876,6.427373676002025
880,6.427373676002025
883,6.427373676002025
884,6.427373676002025
885,6.427373676002025
886,6.427373676002025
887,6.427373676002025
888,6.427373676002025
889,6.427373676002025
890,6.427373676002025
891,6.427373676002025
892,6.427373676002025
893,6.427373676002025
894,6.427373676002025
895,6.427373676002025
896,6.427373676002025
897,6.427373676002025
898,6.42351194024086
902,6.42351194024086
907,6.42351194024086
909,6.42351194024086
916,6.42351194024086
919,6.42351194024086
921,6.42351194024086
923,6.42351194024086
927,6.42351194024086
928,6.42351194024086
965,6.42351194024086
968,6.42351194024086
970,6.42351194024086
973,6.42351194024086
974,6.42351194024086
976,6.42351194024086
977,6.42351194024086
979,6.42351194024086
980,6.42351194024086
981,6.42351194024086
982,6.42351194024086
993,6.42351194024086
995,6.42351194024086
1009,6.42351194024086
1010,6.42351194024086
1014,6.42351194024086
1025,6.42351194024086
1026,6.42351194024086
1027,6.42351194024086
1028,6.42351194024086
1029,6.856646781308309
1030,6.856646781308309
1037,6.856646781308309
1038,6.856646781308309
1044,6.856646781308309
1077,6.856646781308309
1103,6.856646781308309
1109,6.856646781308309
1120,6.856646781308309
1131,6.856646781308309
1147,6.856646781308309
1182,6.856646781308309
1194,6.856646781308309
1219,6.856646781308309
1257,6.856646781308309
1260,6.856646781308309
1261,6.856646781308309
1262,6.856646781308309
1263,6.856646781308309
1264,6.856646781308309
1266,6.856646781308309
1267,6.856646781308309
1269,6.856646781308309
1270,6.856646781308309
1271,6.856646781308309
1272,6.856646781308309
1273,6.856646781308309
1274,6.856646781308309
1275,6.856646781308309
1306,6.856646781308309
1307,6.856646781308309
1308,6.856646781308309
1309,6.856646781308309
1314,6.856646781308309
1321,6.856646781308309
1326,6.47962252436013
1333,6.47962252436013
1373,6.47962252436013
1375,6.47962252436013
1377,6.47962252436013
1415,6.47962252436013
